scope,district_id,category,period_date,platform,customers,ad_budget,campaign_rate,coupon_rate,flash_rate,joker_rate,daily_forecast,monthly_forecast,yearly_forecast,cancel_rate,return_rate,cancel_reasons_json,return_reasons_json,area_performance_score,area_rating,highest_rating,lowest_rating,avg_basket,avg_menu_price,avg_monthly_revenue,courier_fee,hourly_heatmap_json,negative_comment_total,negative_comment_rate,negative_avg_rating,platform_negative_distribution_json,rating_distribution_json,negative_word_cloud_json,courier_comparison_json
district,34-arnavutköy,Balık & Deniz Ürünleri,2026-05-01,Yemeksepeti,695,76740,41.4,30.5,41.0,35.9,8400.24,259934.16,7782393.59,,,,,,,,,,,,,,,,,,,,
district,34-arnavutköy,Börek,2026-05-01,Uber Eats Trendyol Go,1888,32243,37.4,35.0,43.5,38.0,12812.63,331770.33,3394635.03,17.05,12.87,"[{""label"": ""Uzun bekleme"", ""percent"": 18.6, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 13.0, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 6.6, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 21.5, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 11.1, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 22.1, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 18.5, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 40.7, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 17.0, ""color"": ""#F99F1B""}]",71.1,4.63,4.68,4.0,112.95,276.8,420288,17,"[[89, 85, 55, 50, 69, 99, 90, 24, 7, 22, 81, 90, 60, 8, 20, 12, 34, 86, 50, 50, 53, 76, 8, 81], [23, 90, 61, 51, 51, 60, 13, 77, 21, 71, 50, 54, 44, 87, 39, 35, 18, 7, 98, 27, 67, 70, 53, 75], [19, 37, 37, 94, 61, 31, 82, 40, 92, 66, 29, 19, 21, 13, 61, 26, 95, 60, 15, 91, 44, 89, 48, 94], [12, 74, 73, 41, 42, 24, 95, 94, 93, 85, 26, 50, 69, 32, 19, 29, 21, 34, 67, 7, 50, 74, 77, 51], [63, 74, 20, 82, 15, 12, 43, 54, 95, 96, 65, 71, 56, 56, 77, 13, 20, 44, 86, 13, 61, 63, 91, 70], [48, 20, 74, 85, 79, 27, 20, 59, 68, 11, 19, 70, 23, 42, 25, 24, 45, 94, 32, 48, 70, 40, 14, 36], [29, 85, 74, 39, 20, 84, 42, 82, 72, 15, 68, 86, 25, 79, 78, 23, 25, 88, 83, 96, 81, 47, 76, 9]]",616,16.62,3.42,"[{""platform_id"": 1, ""percent"": 24.3}, {""platform_id"": 2, ""percent"": 42.0}, {""platform_id"": 3, ""percent"": 33.8}]","[{""stars"": 5, ""percent"": 15.3, ""count"": 1671}, {""stars"": 4, ""percent"": 21.2, ""count"": 2108}, {""stars"": 3, ""percent"": 15.5, ""count"": 2320}, {""stars"": 2, ""percent"": 22.5, ""count"": 1093}, {""stars"": 1, ""percent"": 17.8, ""count"": 918}]","[{""text"": ""Eksik"", ""weight"": 4}, {""text"": ""Kötü"", ""weight"": 1}, {""text"": ""Az porsiyon"", ""weight"": 1}, {""text"": ""Yağlı"", ""weight"": 2}, {""text"": ""Lezzetsiz"", ""weight"": 4}, {""text"": ""Soğuk"", ""weight"": 4}]","{""restaurant_courier"": {""fee"": 30, ""avg_cost"": 34.29, ""monthly_revenue"": 5786, ""churn_label"": ""DÜŞÜK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 27.16, ""monthly_revenue"": 1453258, ""churn_label"": ""ORTA""}}"
district,34-arnavutköy,Börek,2026-05-01,Getir,1914,46130,28.3,32.4,36.2,33.0,9131.2,216867.92,4239594.41,,,,,,,,,,,,,,,,,,,,
district,34-arnavutköy,Börek,2026-05-01,Yemeksepeti,896,23316,32.3,32.7,37.3,31.2,13518.38,189924.92,4637179.1,,,,,,,,,,,,,,,,,,,,
district,34-arnavutköy,Çiğ Köfte,2026-05-01,Uber Eats Trendyol Go,2866,67259,32.8,40.3,35.0,37.9,9486.36,227135.12,3115881.49,23.9,9.07,"[{""label"": ""Uzun bekleme"", ""percent"": 29.2, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 10.4, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 12.1, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 6.3, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 14.9, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 27.6, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 23.1, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 34.1, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 20.7, ""color"": ""#F99F1B""}]",91.2,4.06,4.94,3.67,171.66,178.55,1140080,16,"[[76, 75, 28, 50, 74, 40, 13, 53, 68, 61, 74, 39, 83, 91, 82, 19, 20, 16, 54, 51, 47, 75, 50, 100], [22, 29, 81, 69, 55, 68, 9, 9, 8, 21, 95, 46, 64, 70, 62, 23, 81, 69, 21, 45, 82, 44, 24, 54], [82, 98, 42, 79, 47, 68, 69, 72, 66, 94, 76, 42, 64, 6, 51, 46, 90, 18, 57, 78, 43, 96, 92, 84], [7, 80, 64, 37, 87, 78, 77, 33, 96, 10, 78, 65, 25, 71, 84, 96, 83, 52, 22, 91, 35, 8, 77, 93], [18, 28, 6, 60, 44, 57, 23, 56, 92, 30, 56, 68, 82, 64, 98, 97, 11, 94, 21, 70, 30, 75, 45, 88], [65, 71, 52, 44, 26, 62, 72, 47, 73, 49, 90, 96, 91, 86, 92, 37, 82, 65, 28, 35, 39, 75, 42, 32], [42, 40, 94, 30, 92, 94, 66, 44, 65, 48, 75, 96, 39, 40, 19, 77, 90, 73, 52, 54, 48, 22, 41, 9]]",1678,34.11,2.12,"[{""platform_id"": 1, ""percent"": 38.0}, {""platform_id"": 2, ""percent"": 47.3}, {""platform_id"": 3, ""percent"": 14.7}]","[{""stars"": 5, ""percent"": 28.7, ""count"": 938}, {""stars"": 4, ""percent"": 18.0, ""count"": 1903}, {""stars"": 3, ""percent"": 19.1, ""count"": 1651}, {""stars"": 2, ""percent"": 23.9, ""count"": 781}, {""stars"": 1, ""percent"": 7.2, ""count"": 790}]","[{""text"": ""Kötü"", ""weight"": 1}, {""text"": ""Bayat"", ""weight"": 1}, {""text"": ""Yağlı"", ""weight"": 4}, {""text"": ""Tatsız"", ""weight"": 3}, {""text"": ""Geç"", ""weight"": 4}, {""text"": ""Az porsiyon"", ""weight"": 1}]","{""restaurant_courier"": {""fee"": 19, ""avg_cost"": 25.1, ""monthly_revenue"": 7508, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 31.1, ""monthly_revenue"": 1198807, ""churn_label"": ""ORTA""}}"
district,34-arnavutköy,Çiğ Köfte,2026-05-01,Getir,1316,69539,49.1,31.4,37.9,47.7,4984.07,293533.34,5675761.38,,,,,,,,,,,,,,,,,,,,
district,34-arnavutköy,Çiğ Köfte,2026-05-01,Yemeksepeti,652,79849,48.0,33.4,41.8,48.3,4399.74,359050.8,6939803.15,,,,,,,,,,,,,,,,,,,,
district,34-arnavutköy,Çorba,2026-05-01,Uber Eats Trendyol Go,1263,69086,49.1,43.5,42.5,25.2,10247.58,176825.17,7914969.44,10.69,14.87,"[{""label"": ""Uzun bekleme"", ""percent"": 18.6, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 17.3, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 23.8, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 26.3, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 14.4, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 13.9, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 12.3, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 24.9, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 19.2, ""color"": ""#F99F1B""}]",76.4,3.74,4.87,3.75,148.13,241.17,668039,27,"[[58, 69, 45, 15, 55, 89, 16, 27, 21, 65, 45, 35, 4, 37, 53, 34, 61, 100, 38, 46, 42, 78, 96, 77], [5, 37, 87, 50, 92, 34, 11, 89, 19, 63, 43, 24, 55, 91, 68, 94, 43, 92, 19, 85, 41, 51, 82, 32], [32, 21, 65, 23, 62, 99, 81, 51, 57, 93, 74, 64, 100, 72, 89, 31, 35, 91, 100, 80, 14, 71, 61, 71], [94, 50, 13, 76, 18, 11, 74, 68, 29, 77, 72, 23, 25, 45, 70, 60, 18, 91, 30, 95, 78, 66, 15, 69], [61, 11, 62, 20, 69, 57, 62, 76, 11, 75, 63, 90, 43, 96, 6, 54, 36, 4, 99, 31, 78, 13, 9, 58], [48, 93, 12, 73, 11, 12, 64, 8, 40, 56, 27, 21, 86, 97, 86, 57, 51, 52, 61, 52, 52, 14, 91, 88], [73, 21, 87, 48, 19, 26, 72, 54, 71, 20, 97, 32, 4, 100, 6, 42, 63, 90, 96, 73, 58, 72, 52, 33]]",1513,24.21,2.23,"[{""platform_id"": 1, ""percent"": 21.6}, {""platform_id"": 2, ""percent"": 45.6}, {""platform_id"": 3, ""percent"": 32.8}]","[{""stars"": 5, ""percent"": 29.1, ""count"": 565}, {""stars"": 4, ""percent"": 27.1, ""count"": 1658}, {""stars"": 3, ""percent"": 24.2, ""count"": 2417}, {""stars"": 2, ""percent"": 27.7, ""count"": 532}, {""stars"": 1, ""percent"": 9.8, ""count"": 437}]","[{""text"": ""Geç"", ""weight"": 1}, {""text"": ""Bayat"", ""weight"": 4}, {""text"": ""Kötü"", ""weight"": 4}, {""text"": ""Tatsız"", ""weight"": 2}, {""text"": ""Eksik"", ""weight"": 5}, {""text"": ""Lezzetsiz"", ""weight"": 2}]","{""restaurant_courier"": {""fee"": 16, ""avg_cost"": 27.8, ""monthly_revenue"": 5369, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 37.24, ""monthly_revenue"": 1467051, ""churn_label"": ""ORTA""}}"
district,34-arnavutköy,Çorba,2026-05-01,Getir,2865,59185,44.3,41.4,29.7,46.9,14842.65,280312.76,5067801.03,,,,,,,,,,,,,,,,,,,,
district,34-arnavutköy,Çorba,2026-05-01,Yemeksepeti,1627,23994,38.9,36.8,39.7,29.4,11466.25,288962.67,3234420.48,,,,,,,,,,,,,,,,,,,,
district,34-arnavutköy,Dondurma,2026-05-01,Uber Eats Trendyol Go,1910,62160,41.8,40.7,31.4,35.4,5641.39,244115.05,6772080.49,14.47,13.19,"[{""label"": ""Uzun bekleme"", ""percent"": 12.5, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 22.7, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 21.1, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 27.9, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 16.2, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 29.4, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 21.1, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 24.0, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 14.9, ""color"": ""#F99F1B""}]",75.1,4.34,4.96,3.82,91.1,235.93,699468,16,"[[38, 52, 90, 81, 81, 9, 13, 28, 79, 96, 89, 75, 31, 65, 30, 46, 42, 5, 31, 28, 98, 19, 99, 100], [65, 35, 93, 81, 94, 30, 54, 34, 74, 45, 40, 52, 63, 72, 87, 49, 43, 37, 50, 69, 67, 63, 16, 96], [64, 44, 30, 51, 44, 56, 9, 76, 32, 98, 22, 6, 37, 74, 78, 78, 96, 57, 41, 23, 29, 46, 33, 52], [76, 35, 67, 74, 87, 91, 47, 36, 66, 96, 86, 98, 66, 62, 25, 97, 49, 25, 21, 96, 73, 66, 27, 73], [86, 11, 71, 8, 13, 89, 10, 4, 56, 21, 84, 33, 12, 94, 23, 5, 31, 68, 62, 51, 11, 83, 85, 89], [82, 65, 88, 66, 6, 4, 72, 74, 56, 5, 6, 71, 96, 39, 72, 40, 6, 68, 93, 90, 59, 26, 17, 16], [71, 23, 34, 28, 83, 71, 36, 49, 38, 54, 14, 51, 55, 62, 76, 35, 93, 32, 42, 91, 14, 87, 87, 8]]",882,23.11,2.57,"[{""platform_id"": 1, ""percent"": 31.7}, {""platform_id"": 2, ""percent"": 37.3}, {""platform_id"": 3, ""percent"": 31.1}]","[{""stars"": 5, ""percent"": 27.6, ""count"": 669}, {""stars"": 4, ""percent"": 22.5, ""count"": 1688}, {""stars"": 3, ""percent"": 24.7, ""count"": 1178}, {""stars"": 2, ""percent"": 21.3, ""count"": 2257}, {""stars"": 1, ""percent"": 24.5, ""count"": 1381}]","[{""text"": ""Bayat"", ""weight"": 3}, {""text"": ""Kötü"", ""weight"": 1}, {""text"": ""Geç"", ""weight"": 1}, {""text"": ""Yağlı"", ""weight"": 3}, {""text"": ""Tatsız"", ""weight"": 5}, {""text"": ""Eksik"", ""weight"": 5}]","{""restaurant_courier"": {""fee"": 16, ""avg_cost"": 28.59, ""monthly_revenue"": 5576, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 39.42, ""monthly_revenue"": 1315551, ""churn_label"": ""DÜŞÜK""}}"
district,34-arnavutköy,Dondurma,2026-05-01,Getir,2131,25042,32.5,36.3,36.3,46.2,11447.38,285140.61,4919231.07,,,,,,,,,,,,,,,,,,,,
district,34-arnavutköy,Dondurma,2026-05-01,Yemeksepeti,1073,71806,49.7,39.5,35.0,49.4,4590.66,259272.06,7193373.29,,,,,,,,,,,,,,,,,,,,
district,34-ataşehir,,2026-05-01,Uber Eats Trendyol Go,1895,59660,44.2,44.1,32.9,44.3,4325.88,218331.76,7962929.39,14.81,7.27,"[{""label"": ""Uzun bekleme"", ""percent"": 28.5, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 15.8, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 18.6, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 21.5, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 6.7, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 22.4, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 26.0, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 41.4, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 11.6, ""color"": ""#F99F1B""}]",73.9,4.43,4.82,3.69,118.0,137.05,310895,24,"[[60, 50, 38, 17, 20, 15, 27, 59, 61, 75, 75, 69, 56, 17, 7, 15, 49, 74, 15, 80, 80, 45, 53, 5], [41, 56, 53, 14, 96, 75, 35, 77, 70, 25, 91, 52, 25, 21, 38, 42, 38, 67, 22, 12, 25, 59, 39, 57], [42, 65, 13, 50, 36, 35, 96, 84, 67, 80, 82, 29, 62, 17, 21, 42, 4, 54, 46, 83, 52, 46, 60, 46], [59, 87, 80, 21, 42, 45, 81, 92, 29, 65, 44, 26, 54, 44, 41, 98, 92, 85, 66, 77, 35, 45, 52, 39], [54, 50, 18, 76, 29, 79, 73, 27, 91, 74, 7, 97, 63, 94, 30, 60, 41, 92, 12, 56, 90, 67, 21, 85], [42, 34, 36, 88, 23, 95, 58, 52, 13, 61, 80, 65, 78, 55, 72, 68, 92, 57, 73, 8, 50, 93, 72, 80], [85, 14, 17, 35, 88, 89, 49, 25, 86, 82, 9, 76, 86, 90, 86, 55, 100, 46, 59, 17, 5, 16, 37, 32]]",2591,29.94,2.84,"[{""platform_id"": 1, ""percent"": 22.7}, {""platform_id"": 2, ""percent"": 39.1}, {""platform_id"": 3, ""percent"": 38.2}]","[{""stars"": 5, ""percent"": 19.4, ""count"": 1448}, {""stars"": 4, ""percent"": 26.6, ""count"": 2005}, {""stars"": 3, ""percent"": 25.4, ""count"": 808}, {""stars"": 2, ""percent"": 16.9, ""count"": 550}, {""stars"": 1, ""percent"": 14.7, ""count"": 905}]","[{""text"": ""Az porsiyon"", ""weight"": 3}, {""text"": ""Geç"", ""weight"": 3}, {""text"": ""Bayat"", ""weight"": 4}, {""text"": ""Yağlı"", ""weight"": 2}, {""text"": ""Eksik"", ""weight"": 5}, {""text"": ""Soğuk"", ""weight"": 4}]","{""restaurant_courier"": {""fee"": 26, ""avg_cost"": 34.52, ""monthly_revenue"": 6589, ""churn_label"": ""DÜŞÜK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 35.45, ""monthly_revenue"": 1034400, ""churn_label"": ""DÜŞÜK""}}"
district,34-ataşehir,,2026-05-01,Getir,1729,22928,45.3,27.3,42.0,41.2,11448.53,191088.52,7919502.35,,,,,,,,,,,,,,,,,,,,
district,34-ataşehir,,2026-05-01,Yemeksepeti,1499,53816,29.4,28.2,36.2,49.0,6550.41,251261.86,3922258.88,,,,,,,,,,,,,,,,,,,,
district,34-ataşehir,Balık & Deniz Ürünleri,2026-05-01,Uber Eats Trendyol Go,2270,45924,25.7,37.3,28.9,39.8,8277.19,326183.9,4028922.4,20.05,12.7,"[{""label"": ""Uzun bekleme"", ""percent"": 6.6, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 7.5, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 22.4, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 9.7, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 11.5, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 19.2, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 15.2, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 45.9, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 20.6, ""color"": ""#F99F1B""}]",86.0,4.28,4.81,3.5,121.75,255.28,1594703,20,"[[90, 94, 42, 82, 79, 14, 90, 21, 44, 19, 34, 43, 18, 27, 51, 92, 22, 69, 53, 57, 80, 21, 77, 53], [58, 27, 66, 85, 72, 92, 86, 26, 75, 25, 66, 40, 21, 27, 44, 61, 83, 10, 49, 5, 66, 21, 28, 53], [75, 68, 87, 67, 56, 91, 66, 57, 94, 60, 66, 25, 14, 76, 7, 32, 41, 8, 39, 32, 72, 40, 25, 62], [76, 99, 67, 74, 69, 18, 77, 18, 38, 73, 50, 73, 100, 9, 96, 60, 73, 31, 58, 17, 98, 87, 100, 35], [42, 8, 61, 37, 48, 15, 60, 19, 34, 30, 98, 79, 92, 48, 94, 82, 84, 58, 25, 82, 21, 30, 30, 11], [76, 48, 72, 39, 80, 72, 25, 45, 94, 41, 41, 77, 38, 69, 90, 16, 21, 100, 56, 11, 39, 87, 20, 93], [20, 35, 22, 95, 45, 35, 90, 54, 66, 22, 77, 84, 38, 84, 57, 52, 61, 13, 85, 15, 55, 69, 99, 39]]",2011,24.09,2.73,"[{""platform_id"": 1, ""percent"": 35.4}, {""platform_id"": 2, ""percent"": 45.4}, {""platform_id"": 3, ""percent"": 19.2}]","[{""stars"": 5, ""percent"": 31.2, ""count"": 690}, {""stars"": 4, ""percent"": 26.0, ""count"": 1738}, {""stars"": 3, ""percent"": 24.5, ""count"": 1928}, {""stars"": 2, ""percent"": 17.2, ""count"": 629}, {""stars"": 1, ""percent"": 20.9, ""count"": 1114}]","[{""text"": ""Kötü"", ""weight"": 3}, {""text"": ""Az porsiyon"", ""weight"": 3}, {""text"": ""Eksik"", ""weight"": 3}, {""text"": ""Geç"", ""weight"": 5}, {""text"": ""Lezzetsiz"", ""weight"": 5}, {""text"": ""Soğuk"", ""weight"": 2}]","{""restaurant_courier"": {""fee"": 30, ""avg_cost"": 40.77, ""monthly_revenue"": 3396, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 26.49, ""monthly_revenue"": 1181906, ""churn_label"": ""DÜŞÜK""}}"
district,34-ataşehir,Balık & Deniz Ürünleri,2026-05-01,Getir,1008,76207,28.9,34.1,44.8,35.7,14952.63,377351.8,7410738.82,,,,,,,,,,,,,,,,,,,,
district,34-ataşehir,Balık & Deniz Ürünleri,2026-05-01,Yemeksepeti,1736,30418,46.9,42.5,26.9,34.0,4906.63,316127.2,6244556.05,,,,,,,,,,,,,,,,,,,,
district,34-ataşehir,Börek,2026-05-01,Uber Eats Trendyol Go,712,45974,40.6,39.5,40.1,35.7,5003.19,173795.92,4067105.88,6.56,10.12,"[{""label"": ""Uzun bekleme"", ""percent"": 18.0, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 16.1, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 5.2, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 13.6, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 7.4, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 27.2, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 23.9, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 34.3, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 14.6, ""color"": ""#F99F1B""}]",72.2,4.55,4.55,3.24,115.91,181.24,1879486,19,"[[86, 90, 22, 12, 71, 76, 5, 82, 87, 25, 60, 48, 96, 31, 84, 99, 23, 56, 82, 91, 60, 31, 15, 16], [21, 100, 19, 79, 97, 53, 48, 58, 44, 21, 35, 39, 86, 14, 35, 74, 80, 80, 96, 81, 40, 92, 7, 88], [42, 30, 70, 81, 69, 28, 99, 54, 41, 86, 10, 34, 67, 53, 18, 34, 67, 85, 80, 13, 71, 5, 50, 44], [20, 53, 76, 57, 50, 73, 91, 26, 64, 13, 6, 79, 12, 5, 37, 31, 9, 11, 54, 68, 40, 84, 95, 68], [57, 58, 93, 55, 14, 85, 72, 72, 82, 23, 39, 14, 43, 14, 69, 30, 23, 72, 45, 54, 79, 85, 87, 91], [86, 12, 43, 93, 59, 97, 34, 11, 35, 15, 59, 18, 62, 82, 81, 11, 43, 89, 98, 88, 98, 26, 19, 5], [94, 21, 93, 5, 24, 67, 48, 70, 70, 96, 37, 25, 51, 20, 99, 38, 97, 19, 7, 46, 58, 38, 71, 12]]",1577,29.25,2.86,"[{""platform_id"": 1, ""percent"": 17.7}, {""platform_id"": 2, ""percent"": 30.9}, {""platform_id"": 3, ""percent"": 51.4}]","[{""stars"": 5, ""percent"": 19.0, ""count"": 1523}, {""stars"": 4, ""percent"": 27.9, ""count"": 1141}, {""stars"": 3, ""percent"": 20.5, ""count"": 1022}, {""stars"": 2, ""percent"": 25.5, ""count"": 2331}, {""stars"": 1, ""percent"": 16.5, ""count"": 536}]","[{""text"": ""Kötü"", ""weight"": 4}, {""text"": ""Bayat"", ""weight"": 3}, {""text"": ""Eksik"", ""weight"": 4}, {""text"": ""Az porsiyon"", ""weight"": 2}, {""text"": ""Geç"", ""weight"": 2}, {""text"": ""Yağlı"", ""weight"": 1}]","{""restaurant_courier"": {""fee"": 28, ""avg_cost"": 29.49, ""monthly_revenue"": 5033, ""churn_label"": ""ORTA""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 38.74, ""monthly_revenue"": 1035476, ""churn_label"": ""ORTA""}}"
district,34-ataşehir,Börek,2026-05-01,Getir,819,57456,34.3,35.0,43.0,29.5,12847.72,395353.47,7770397.04,,,,,,,,,,,,,,,,,,,,
district,34-ataşehir,Börek,2026-05-01,Yemeksepeti,782,77474,36.6,30.6,41.9,33.2,10084.01,151992.29,4003355.77,,,,,,,,,,,,,,,,,,,,
district,34-ataşehir,Çiğ Köfte,2026-05-01,Uber Eats Trendyol Go,2809,71413,32.6,37.5,34.3,39.8,9426.97,343153.32,3977112.12,23.01,12.13,"[{""label"": ""Uzun bekleme"", ""percent"": 11.1, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 5.2, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 13.2, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 10.8, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 11.9, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 26.8, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 27.5, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 48.5, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 10.0, ""color"": ""#F99F1B""}]",86.4,4.6,4.86,2.92,143.58,158.11,1331859,16,"[[22, 95, 39, 15, 9, 33, 70, 56, 93, 51, 62, 99, 14, 78, 16, 68, 21, 85, 54, 13, 79, 76, 11, 59], [88, 20, 34, 41, 37, 44, 54, 93, 98, 45, 44, 61, 38, 33, 13, 29, 21, 78, 17, 23, 17, 25, 61, 63], [44, 56, 19, 72, 49, 30, 61, 43, 63, 37, 19, 15, 24, 91, 42, 94, 93, 81, 9, 31, 45, 22, 15, 95], [35, 49, 54, 69, 10, 90, 42, 37, 26, 7, 55, 61, 75, 99, 74, 35, 16, 63, 17, 21, 19, 5, 11, 32], [20, 29, 55, 51, 91, 84, 86, 14, 78, 79, 37, 13, 6, 12, 29, 86, 60, 20, 15, 46, 19, 9, 63, 10], [25, 77, 59, 96, 54, 67, 7, 52, 91, 58, 26, 49, 31, 27, 39, 39, 61, 23, 8, 82, 83, 82, 35, 86], [41, 67, 56, 74, 65, 11, 15, 39, 53, 21, 57, 29, 86, 71, 35, 84, 73, 6, 52, 95, 49, 65, 73, 66]]",1909,33.25,2.75,"[{""platform_id"": 1, ""percent"": 21.3}, {""platform_id"": 2, ""percent"": 28.6}, {""platform_id"": 3, ""percent"": 50.1}]","[{""stars"": 5, ""percent"": 18.0, ""count"": 948}, {""stars"": 4, ""percent"": 15.4, ""count"": 2460}, {""stars"": 3, ""percent"": 26.7, ""count"": 619}, {""stars"": 2, ""percent"": 26.2, ""count"": 1466}, {""stars"": 1, ""percent"": 15.6, ""count"": 1496}]","[{""text"": ""Kötü"", ""weight"": 5}, {""text"": ""Soğuk"", ""weight"": 1}, {""text"": ""Bayat"", ""weight"": 2}, {""text"": ""Geç"", ""weight"": 5}, {""text"": ""Yağlı"", ""weight"": 4}, {""text"": ""Eksik"", ""weight"": 3}]","{""restaurant_courier"": {""fee"": 20, ""avg_cost"": 28.52, ""monthly_revenue"": 7853, ""churn_label"": ""ORTA""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 37.09, ""monthly_revenue"": 1431514, ""churn_label"": ""ORTA""}}"
district,34-ataşehir,Çiğ Köfte,2026-05-01,Getir,2923,21848,42.6,32.0,36.4,28.6,14432.05,359174.21,7052005.82,,,,,,,,,,,,,,,,,,,,
district,34-ataşehir,Çiğ Köfte,2026-05-01,Yemeksepeti,2516,55528,32.7,34.8,26.8,30.8,6406.9,281612.13,3003417.48,,,,,,,,,,,,,,,,,,,,
