scope,district_id,neighborhood,category,period_date,platform,customers,ad_budget,campaign_rate,coupon_rate,flash_rate,joker_rate,daily_forecast,monthly_forecast,yearly_forecast,cancel_rate,return_rate,cancel_reasons_json,return_reasons_json,area_performance_score,area_rating,highest_rating,lowest_rating,avg_basket,avg_menu_price,avg_monthly_revenue,courier_fee,hourly_heatmap_json,negative_comment_total,negative_comment_rate,negative_avg_rating,platform_negative_distribution_json,rating_distribution_json,negative_word_cloud_json,courier_comparison_json
neighborhood,34-adalar,Heybeliada,Çiğ Köfte,2026-05-01,Uber Eats Trendyol Go,919,45717,46.1,26.8,30.4,41.6,7952.38,302421.14,4669912.43,15.74,11.3,"[{""label"": ""Uzun bekleme"", ""percent"": 9.8, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 12.9, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 8.0, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 17.6, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 24.6, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 10.5, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 22.4, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 28.8, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 11.4, ""color"": ""#F99F1B""}]",89.4,3.81,4.67,2.95,114.31,253.17,1885686,18,"[[12, 48, 44, 70, 27, 27, 12, 75, 18, 76, 46, 14, 60, 15, 81, 4, 61, 7, 59, 62, 64, 87, 58, 89], [81, 29, 18, 30, 16, 54, 42, 44, 35, 74, 29, 28, 55, 41, 24, 48, 45, 5, 32, 50, 35, 35, 92, 98], [99, 96, 26, 97, 15, 8, 16, 24, 47, 42, 93, 55, 61, 45, 80, 12, 41, 78, 79, 89, 81, 49, 77, 100], [61, 64, 9, 33, 16, 93, 65, 4, 50, 58, 72, 88, 96, 20, 51, 74, 29, 27, 9, 12, 38, 31, 46, 43], [51, 53, 28, 54, 64, 82, 69, 69, 91, 33, 59, 68, 59, 34, 57, 84, 42, 89, 43, 96, 43, 78, 68, 18], [7, 88, 55, 28, 100, 20, 56, 61, 28, 76, 21, 85, 7, 52, 94, 6, 39, 21, 78, 41, 22, 82, 82, 21], [100, 13, 15, 82, 26, 38, 61, 37, 31, 86, 84, 47, 10, 59, 81, 88, 65, 73, 25, 11, 77, 78, 98, 30]]",2558,24.6,3.31,"[{""platform_id"": 1, ""percent"": 18.3}, {""platform_id"": 2, ""percent"": 47.6}, {""platform_id"": 3, ""percent"": 34.1}]","[{""stars"": 5, ""percent"": 15.4, ""count"": 809}, {""stars"": 4, ""percent"": 25.8, ""count"": 2059}, {""stars"": 3, ""percent"": 22.6, ""count"": 1703}, {""stars"": 2, ""percent"": 25.1, ""count"": 2490}, {""stars"": 1, ""percent"": 16.9, ""count"": 383}]","[{""text"": ""Geç"", ""weight"": 3}, {""text"": ""Yağlı"", ""weight"": 4}, {""text"": ""Bayat"", ""weight"": 4}, {""text"": ""Eksik"", ""weight"": 1}, {""text"": ""Soğuk"", ""weight"": 4}, {""text"": ""Tatsız"", ""weight"": 5}]","{""restaurant_courier"": {""fee"": 16, ""avg_cost"": 39.46, ""monthly_revenue"": 6180, ""churn_label"": ""DÜŞÜK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 25.52, ""monthly_revenue"": 949020, ""churn_label"": ""DÜŞÜK""}}"
neighborhood,34-adalar,Heybeliada,Çiğ Köfte,2026-05-01,Getir,1771,67670,49.2,25.6,42.3,33.2,14812.47,217522.64,5100143.79,,,,,,,,,,,,,,,,,,,,
neighborhood,34-adalar,Heybeliada,Çiğ Köfte,2026-05-01,Yemeksepeti,569,25193,45.1,40.4,27.4,46.7,7016.28,379413.44,5081435.96,,,,,,,,,,,,,,,,,,,,
neighborhood,34-adalar,Kınalıada,,2026-05-01,Uber Eats Trendyol Go,1965,52348,31.5,28.7,39.7,27.7,14010.22,236008.15,5871583.15,17.39,11.87,"[{""label"": ""Uzun bekleme"", ""percent"": 21.2, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 8.3, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 6.6, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 22.1, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 16.9, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 29.4, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 21.9, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 45.3, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 29.9, ""color"": ""#F99F1B""}]",85.5,4.36,4.8,2.88,125.51,130.52,1649396,28,"[[44, 93, 76, 20, 6, 51, 77, 42, 73, 85, 30, 54, 7, 76, 7, 13, 57, 70, 5, 17, 100, 14, 47, 88], [31, 98, 57, 6, 83, 53, 41, 30, 81, 42, 50, 84, 29, 87, 38, 81, 67, 30, 20, 11, 4, 78, 56, 8], [18, 51, 29, 46, 29, 84, 7, 49, 32, 26, 48, 59, 99, 26, 43, 90, 75, 73, 98, 75, 86, 92, 73, 6], [42, 80, 67, 9, 37, 56, 39, 74, 93, 46, 45, 49, 16, 91, 55, 76, 97, 30, 24, 95, 40, 8, 46, 85], [61, 100, 90, 41, 16, 14, 85, 76, 30, 51, 29, 76, 16, 84, 4, 34, 69, 86, 78, 13, 92, 54, 55, 67], [60, 91, 7, 83, 90, 50, 23, 13, 68, 46, 90, 68, 52, 71, 95, 9, 37, 92, 28, 81, 37, 22, 79, 5], [8, 69, 90, 88, 71, 79, 22, 45, 73, 85, 45, 65, 69, 29, 81, 95, 73, 9, 28, 65, 7, 31, 61, 64]]",1344,30.03,2.23,"[{""platform_id"": 1, ""percent"": 27.9}, {""platform_id"": 2, ""percent"": 34.3}, {""platform_id"": 3, ""percent"": 37.8}]","[{""stars"": 5, ""percent"": 23.9, ""count"": 1660}, {""stars"": 4, ""percent"": 24.6, ""count"": 1426}, {""stars"": 3, ""percent"": 22.8, ""count"": 920}, {""stars"": 2, ""percent"": 23.8, ""count"": 1435}, {""stars"": 1, ""percent"": 10.0, ""count"": 1239}]","[{""text"": ""Lezzetsiz"", ""weight"": 5}, {""text"": ""Geç"", ""weight"": 3}, {""text"": ""Az porsiyon"", ""weight"": 1}, {""text"": ""Eksik"", ""weight"": 3}, {""text"": ""Soğuk"", ""weight"": 1}, {""text"": ""Bayat"", ""weight"": 3}]","{""restaurant_courier"": {""fee"": 16, ""avg_cost"": 39.87, ""monthly_revenue"": 7534, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 28.64, ""monthly_revenue"": 1443948, ""churn_label"": ""ORTA""}}"
neighborhood,34-adalar,Kınalıada,,2026-05-01,Getir,807,52392,47.0,25.0,44.4,37.9,7935.96,332038.96,3545779.9,,,,,,,,,,,,,,,,,,,,
neighborhood,34-adalar,Kınalıada,,2026-05-01,Yemeksepeti,1053,64696,29.8,30.0,43.5,25.2,11976.49,221105.68,4626794.61,,,,,,,,,,,,,,,,,,,,
neighborhood,34-adalar,Kınalıada,Balık & Deniz Ürünleri,2026-05-01,Uber Eats Trendyol Go,1803,41419,47.1,39.0,32.7,33.1,7972.58,169579.34,4344650.47,23.74,10.96,"[{""label"": ""Uzun bekleme"", ""percent"": 22.9, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 22.3, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 19.7, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 19.1, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 13.9, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 11.3, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 26.8, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 38.4, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 23.2, ""color"": ""#F99F1B""}]",73.0,3.69,4.63,3.4,131.76,137.71,945720,22,"[[24, 36, 100, 94, 8, 80, 55, 99, 47, 100, 21, 90, 56, 13, 20, 19, 53, 56, 95, 76, 42, 70, 15, 93], [85, 11, 4, 13, 12, 25, 94, 30, 32, 93, 6, 19, 57, 62, 78, 52, 47, 51, 84, 53, 87, 63, 35, 27], [32, 74, 97, 86, 28, 53, 68, 43, 16, 41, 34, 43, 40, 54, 25, 26, 68, 6, 99, 66, 37, 88, 81, 86], [11, 44, 29, 69, 90, 97, 77, 86, 5, 47, 97, 82, 51, 4, 82, 97, 38, 24, 71, 86, 12, 59, 73, 33], [54, 23, 46, 61, 66, 26, 14, 7, 93, 68, 66, 27, 63, 40, 19, 10, 51, 78, 14, 48, 98, 62, 77, 69], [99, 99, 14, 51, 47, 47, 15, 74, 43, 79, 49, 95, 51, 25, 83, 58, 36, 35, 84, 44, 21, 21, 16, 65], [29, 20, 74, 43, 22, 37, 71, 65, 86, 89, 25, 76, 72, 11, 88, 24, 6, 23, 83, 13, 86, 62, 26, 53]]",1787,30.5,2.98,"[{""platform_id"": 1, ""percent"": 23.5}, {""platform_id"": 2, ""percent"": 24.2}, {""platform_id"": 3, ""percent"": 52.3}]","[{""stars"": 5, ""percent"": 10.8, ""count"": 1780}, {""stars"": 4, ""percent"": 20.0, ""count"": 1804}, {""stars"": 3, ""percent"": 22.7, ""count"": 727}, {""stars"": 2, ""percent"": 29.8, ""count"": 1000}, {""stars"": 1, ""percent"": 7.1, ""count"": 1043}]","[{""text"": ""Az porsiyon"", ""weight"": 2}, {""text"": ""Soğuk"", ""weight"": 1}, {""text"": ""Yağlı"", ""weight"": 2}, {""text"": ""Eksik"", ""weight"": 3}, {""text"": ""Geç"", ""weight"": 1}, {""text"": ""Bayat"", ""weight"": 2}]","{""restaurant_courier"": {""fee"": 15, ""avg_cost"": 25.3, ""monthly_revenue"": 3926, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 25.99, ""monthly_revenue"": 1144903, ""churn_label"": ""ORTA""}}"
neighborhood,34-adalar,Kınalıada,Balık & Deniz Ürünleri,2026-05-01,Getir,1759,32118,27.1,30.0,37.8,37.6,13624.19,156946.67,7242205.48,,,,,,,,,,,,,,,,,,,,
neighborhood,34-adalar,Kınalıada,Balık & Deniz Ürünleri,2026-05-01,Yemeksepeti,1875,63502,47.7,27.8,27.7,37.0,9216.83,385606.61,3634429.51,,,,,,,,,,,,,,,,,,,,
neighborhood,34-adalar,Kınalıada,Börek,2026-05-01,Uber Eats Trendyol Go,717,68528,32.6,34.3,37.5,41.3,10738.33,334007.73,5590718.42,14.0,5.21,"[{""label"": ""Uzun bekleme"", ""percent"": 15.1, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 19.8, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 18.0, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 12.6, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 6.3, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 17.0, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 27.1, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 40.7, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 25.7, ""color"": ""#F99F1B""}]",85.5,3.99,4.58,3.34,128.35,154.84,1161672,15,"[[9, 60, 18, 17, 82, 40, 67, 44, 10, 88, 49, 85, 27, 20, 9, 16, 12, 22, 65, 5, 97, 40, 22, 20], [93, 51, 76, 96, 32, 34, 87, 95, 21, 30, 74, 14, 42, 33, 31, 18, 56, 13, 59, 55, 98, 83, 89, 64], [43, 90, 43, 56, 78, 66, 9, 66, 18, 18, 81, 71, 95, 78, 46, 12, 18, 19, 51, 67, 73, 62, 20, 34], [78, 11, 29, 67, 19, 45, 86, 51, 70, 55, 5, 27, 55, 42, 20, 30, 55, 26, 96, 42, 47, 69, 72, 96], [40, 95, 52, 98, 78, 30, 61, 12, 39, 63, 86, 74, 67, 48, 7, 70, 89, 6, 49, 86, 92, 62, 84, 12], [12, 67, 71, 37, 84, 43, 39, 10, 11, 23, 97, 66, 37, 69, 81, 36, 25, 39, 43, 33, 60, 81, 30, 55], [53, 58, 10, 40, 43, 72, 100, 54, 98, 62, 18, 19, 72, 71, 13, 56, 12, 71, 25, 98, 66, 95, 60, 86]]",1402,20.92,2.67,"[{""platform_id"": 1, ""percent"": 25.1}, {""platform_id"": 2, ""percent"": 29.6}, {""platform_id"": 3, ""percent"": 45.3}]","[{""stars"": 5, ""percent"": 34.3, ""count"": 2017}, {""stars"": 4, ""percent"": 19.4, ""count"": 2234}, {""stars"": 3, ""percent"": 16.9, ""count"": 2334}, {""stars"": 2, ""percent"": 14.7, ""count"": 996}, {""stars"": 1, ""percent"": 17.8, ""count"": 509}]","[{""text"": ""Lezzetsiz"", ""weight"": 3}, {""text"": ""Geç"", ""weight"": 1}, {""text"": ""Soğuk"", ""weight"": 2}, {""text"": ""Kötü"", ""weight"": 3}, {""text"": ""Yağlı"", ""weight"": 3}, {""text"": ""Az porsiyon"", ""weight"": 3}]","{""restaurant_courier"": {""fee"": 25, ""avg_cost"": 38.24, ""monthly_revenue"": 7892, ""churn_label"": ""ORTA""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 34.55, ""monthly_revenue"": 731349, ""churn_label"": ""ORTA""}}"
neighborhood,34-adalar,Kınalıada,Börek,2026-05-01,Getir,2962,71359,43.0,34.5,33.8,26.4,7396.19,309974.91,4686951.96,,,,,,,,,,,,,,,,,,,,
neighborhood,34-adalar,Kınalıada,Börek,2026-05-01,Yemeksepeti,1362,21756,49.8,26.4,28.9,44.4,6884.09,187838.11,3860442.18,,,,,,,,,,,,,,,,,,,,
neighborhood,34-adalar,Kınalıada,Çiğ Köfte,2026-05-01,Uber Eats Trendyol Go,1939,58518,29.4,37.8,36.5,38.9,8200.87,322663.1,4291664.02,12.33,7.1,"[{""label"": ""Uzun bekleme"", ""percent"": 21.1, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 20.7, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 11.5, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 26.0, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 15.0, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 15.8, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 20.6, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 32.9, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 13.1, ""color"": ""#F99F1B""}]",86.3,3.9,4.58,3.86,112.36,190.04,623913,19,"[[23, 7, 27, 20, 10, 39, 13, 4, 57, 41, 77, 55, 9, 62, 24, 52, 47, 24, 95, 11, 91, 17, 96, 39], [69, 63, 57, 10, 83, 56, 61, 33, 60, 25, 51, 8, 11, 77, 34, 24, 19, 98, 77, 47, 53, 96, 83, 28], [26, 11, 51, 97, 4, 58, 97, 48, 9, 54, 76, 53, 84, 18, 90, 96, 46, 73, 70, 36, 38, 89, 48, 20], [31, 54, 36, 78, 37, 13, 17, 99, 7, 8, 90, 25, 8, 72, 76, 52, 66, 55, 99, 8, 42, 11, 56, 22], [35, 27, 16, 50, 19, 93, 63, 44, 19, 81, 52, 64, 79, 26, 77, 56, 7, 47, 70, 59, 49, 33, 14, 38], [90, 31, 38, 26, 26, 8, 67, 9, 40, 31, 14, 91, 9, 62, 62, 25, 25, 22, 75, 63, 36, 83, 80, 46], [68, 76, 28, 97, 55, 66, 41, 25, 73, 97, 54, 8, 14, 66, 54, 92, 86, 64, 89, 71, 61, 31, 68, 70]]",734,17.36,2.1,"[{""platform_id"": 1, ""percent"": 22.2}, {""platform_id"": 2, ""percent"": 37.9}, {""platform_id"": 3, ""percent"": 39.9}]","[{""stars"": 5, ""percent"": 14.3, ""count"": 2413}, {""stars"": 4, ""percent"": 23.7, ""count"": 1225}, {""stars"": 3, ""percent"": 22.9, ""count"": 1245}, {""stars"": 2, ""percent"": 28.5, ""count"": 836}, {""stars"": 1, ""percent"": 8.0, ""count"": 1253}]","[{""text"": ""Eksik"", ""weight"": 4}, {""text"": ""Yağlı"", ""weight"": 2}, {""text"": ""Bayat"", ""weight"": 2}, {""text"": ""Soğuk"", ""weight"": 3}, {""text"": ""Lezzetsiz"", ""weight"": 3}, {""text"": ""Az porsiyon"", ""weight"": 5}]","{""restaurant_courier"": {""fee"": 27, ""avg_cost"": 35.98, ""monthly_revenue"": 6356, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 29.18, ""monthly_revenue"": 814970, ""churn_label"": ""DÜŞÜK""}}"
neighborhood,34-adalar,Kınalıada,Çiğ Köfte,2026-05-01,Getir,2212,26870,34.9,39.9,31.5,32.8,9137.91,211907.93,6293443.9,,,,,,,,,,,,,,,,,,,,
neighborhood,34-adalar,Kınalıada,Çiğ Köfte,2026-05-01,Yemeksepeti,2838,50725,26.4,27.4,42.7,41.8,4851.39,246381.97,7146311.46,,,,,,,,,,,,,,,,,,,,
neighborhood,34-arnavutköy,Adnan Menderes,,2026-05-01,Uber Eats Trendyol Go,642,40438,36.8,32.6,26.0,49.1,13430.31,315499.01,6242454.66,24.75,6.16,"[{""label"": ""Uzun bekleme"", ""percent"": 7.1, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 23.7, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 20.2, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 11.6, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 14.8, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 27.3, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 13.3, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 39.8, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 19.2, ""color"": ""#F99F1B""}]",92.0,3.93,4.6,3.3,179.23,146.94,1246032,20,"[[100, 39, 54, 89, 38, 45, 54, 5, 41, 72, 49, 15, 14, 78, 79, 8, 55, 44, 100, 54, 97, 34, 26, 27], [90, 55, 66, 81, 13, 18, 13, 66, 69, 47, 18, 27, 48, 81, 95, 25, 91, 62, 26, 78, 13, 55, 80, 41], [21, 22, 20, 81, 22, 48, 35, 73, 36, 13, 74, 60, 46, 65, 53, 15, 66, 55, 51, 90, 66, 24, 24, 89], [37, 50, 70, 70, 34, 59, 59, 5, 67, 78, 75, 31, 34, 88, 40, 10, 69, 29, 97, 28, 64, 69, 31, 54], [85, 18, 49, 85, 77, 27, 53, 57, 70, 55, 52, 86, 70, 7, 73, 6, 65, 79, 51, 57, 46, 34, 10, 7], [10, 27, 22, 66, 50, 5, 82, 29, 92, 56, 88, 6, 39, 64, 4, 83, 23, 75, 8, 34, 32, 61, 15, 37], [22, 91, 18, 31, 64, 40, 61, 26, 67, 76, 33, 78, 26, 84, 22, 91, 56, 96, 94, 68, 83, 39, 77, 45]]",1565,18.16,3.23,"[{""platform_id"": 1, ""percent"": 19.4}, {""platform_id"": 2, ""percent"": 40.9}, {""platform_id"": 3, ""percent"": 39.6}]","[{""stars"": 5, ""percent"": 16.2, ""count"": 1992}, {""stars"": 4, ""percent"": 26.4, ""count"": 1609}, {""stars"": 3, ""percent"": 26.0, ""count"": 2286}, {""stars"": 2, ""percent"": 29.3, ""count"": 938}, {""stars"": 1, ""percent"": 7.8, ""count"": 933}]","[{""text"": ""Bayat"", ""weight"": 5}, {""text"": ""Eksik"", ""weight"": 5}, {""text"": ""Geç"", ""weight"": 1}, {""text"": ""Tatsız"", ""weight"": 4}, {""text"": ""Lezzetsiz"", ""weight"": 1}, {""text"": ""Soğuk"", ""weight"": 5}]","{""restaurant_courier"": {""fee"": 15, ""avg_cost"": 36.79, ""monthly_revenue"": 7146, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 34.0, ""monthly_revenue"": 1288573, ""churn_label"": ""DÜŞÜK""}}"
neighborhood,34-arnavutköy,Adnan Menderes,,2026-05-01,Getir,1576,21272,40.6,29.6,39.5,35.9,14948.05,344427.41,4646548.24,,,,,,,,,,,,,,,,,,,,
neighborhood,34-arnavutköy,Adnan Menderes,,2026-05-01,Yemeksepeti,1020,32168,37.1,37.0,27.7,37.2,12769.86,322376.22,6554373.19,,,,,,,,,,,,,,,,,,,,
neighborhood,34-arnavutköy,Adnan Menderes,Balık & Deniz Ürünleri,2026-05-01,Uber Eats Trendyol Go,2483,31760,29.6,28.0,41.0,49.9,6619.24,230021.49,6885718.92,12.85,13.38,"[{""label"": ""Uzun bekleme"", ""percent"": 9.7, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 26.8, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 16.3, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 27.7, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 10.1, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 11.9, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 24.1, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 31.8, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 26.3, ""color"": ""#F99F1B""}]",94.7,4.52,4.71,3.46,100.82,273.46,1543377,25,"[[17, 32, 29, 78, 58, 58, 96, 4, 98, 47, 63, 45, 23, 86, 77, 55, 54, 99, 43, 65, 12, 91, 15, 69], [14, 31, 21, 88, 4, 62, 23, 28, 98, 77, 19, 78, 94, 15, 72, 37, 55, 46, 50, 10, 56, 31, 59, 78], [92, 89, 69, 47, 12, 52, 62, 98, 57, 87, 50, 49, 83, 83, 100, 78, 13, 80, 52, 56, 78, 60, 55, 11], [98, 27, 21, 29, 52, 39, 43, 77, 94, 77, 48, 91, 17, 41, 34, 61, 89, 4, 98, 38, 29, 91, 36, 23], [41, 81, 17, 57, 23, 59, 29, 19, 67, 63, 64, 38, 94, 38, 22, 27, 22, 16, 27, 91, 42, 20, 86, 17], [95, 79, 65, 28, 69, 15, 89, 97, 91, 77, 7, 33, 36, 60, 30, 17, 62, 45, 16, 8, 88, 26, 79, 50], [73, 34, 97, 75, 45, 5, 68, 98, 30, 34, 25, 64, 16, 7, 42, 44, 30, 98, 45, 15, 31, 44, 87, 58]]",1326,34.69,3.06,"[{""platform_id"": 1, ""percent"": 17.3}, {""platform_id"": 2, ""percent"": 49.9}, {""platform_id"": 3, ""percent"": 32.8}]","[{""stars"": 5, ""percent"": 21.0, ""count"": 659}, {""stars"": 4, ""percent"": 24.1, ""count"": 2095}, {""stars"": 3, ""percent"": 29.5, ""count"": 2330}, {""stars"": 2, ""percent"": 30.0, ""count"": 971}, {""stars"": 1, ""percent"": 23.6, ""count"": 700}]","[{""text"": ""Yağlı"", ""weight"": 3}, {""text"": ""Tatsız"", ""weight"": 2}, {""text"": ""Kötü"", ""weight"": 2}, {""text"": ""Lezzetsiz"", ""weight"": 5}, {""text"": ""Bayat"", ""weight"": 2}, {""text"": ""Soğuk"", ""weight"": 3}]","{""restaurant_courier"": {""fee"": 24, ""avg_cost"": 27.16, ""monthly_revenue"": 6360, ""churn_label"": ""DÜŞÜK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 33.57, ""monthly_revenue"": 847578, ""churn_label"": ""DÜŞÜK""}}"
neighborhood,34-arnavutköy,Adnan Menderes,Balık & Deniz Ürünleri,2026-05-01,Getir,633,46087,48.1,27.7,43.9,39.8,11984.16,235247.98,5755280.8,,,,,,,,,,,,,,,,,,,,
neighborhood,34-arnavutköy,Adnan Menderes,Balık & Deniz Ürünleri,2026-05-01,Yemeksepeti,670,31385,48.2,43.6,31.9,28.0,10123.22,293225.92,6433456.31,,,,,,,,,,,,,,,,,,,,
neighborhood,34-arnavutköy,Adnan Menderes,Börek,2026-05-01,Uber Eats Trendyol Go,909,69579,39.1,37.9,44.4,35.7,5935.95,385357.73,5984609.92,8.91,14.04,"[{""label"": ""Uzun bekleme"", ""percent"": 13.1, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 23.2, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 11.8, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 10.0, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 23.4, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 29.3, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 12.2, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 26.7, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 19.3, ""color"": ""#F99F1B""}]",77.3,4.0,4.72,3.32,81.3,163.63,775040,29,"[[91, 6, 65, 100, 89, 92, 34, 52, 64, 14, 20, 67, 93, 37, 65, 4, 57, 81, 100, 51, 34, 13, 26, 17], [62, 71, 80, 42, 4, 88, 91, 53, 83, 61, 21, 80, 58, 61, 22, 10, 38, 15, 74, 59, 25, 82, 29, 12], [82, 100, 17, 86, 52, 60, 74, 84, 61, 44, 99, 92, 75, 53, 92, 37, 66, 37, 5, 18, 81, 22, 85, 50], [48, 35, 19, 61, 46, 45, 4, 37, 54, 17, 59, 18, 41, 94, 33, 73, 97, 38, 10, 33, 81, 63, 20, 52], [65, 47, 40, 48, 60, 57, 79, 84, 11, 78, 41, 15, 37, 20, 49, 88, 100, 11, 82, 49, 54, 29, 56, 90], [97, 11, 31, 69, 46, 86, 45, 24, 68, 100, 70, 27, 28, 18, 30, 23, 83, 83, 58, 66, 69, 31, 43, 29], [49, 72, 93, 91, 89, 50, 83, 78, 17, 81, 63, 63, 56, 35, 69, 50, 69, 54, 94, 88, 77, 22, 22, 46]]",1604,19.53,3.04,"[{""platform_id"": 1, ""percent"": 21.9}, {""platform_id"": 2, ""percent"": 29.2}, {""platform_id"": 3, ""percent"": 49.0}]","[{""stars"": 5, ""percent"": 22.6, ""count"": 698}, {""stars"": 4, ""percent"": 16.2, ""count"": 2463}, {""stars"": 3, ""percent"": 16.7, ""count"": 2154}, {""stars"": 2, ""percent"": 18.7, ""count"": 2263}, {""stars"": 1, ""percent"": 9.2, ""count"": 1001}]","[{""text"": ""Yağlı"", ""weight"": 1}, {""text"": ""Lezzetsiz"", ""weight"": 4}, {""text"": ""Geç"", ""weight"": 5}, {""text"": ""Tatsız"", ""weight"": 5}, {""text"": ""Soğuk"", ""weight"": 5}, {""text"": ""Eksik"", ""weight"": 3}]","{""restaurant_courier"": {""fee"": 19, ""avg_cost"": 37.14, ""monthly_revenue"": 7408, ""churn_label"": ""ORTA""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 28.53, ""monthly_revenue"": 764108, ""churn_label"": ""ORTA""}}"
